;scopusID;eID;title;creator;date;pubName;volume;pageNum;citationID;Author
4245;SCOPUS_ID:84875414010;2-s2.0-84875414010;Aquaporin water channels in the nervous system;Papadopoulos M.;04.01.2013;Nature Reviews Neuroscience;14;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875414010&origin=inward;"Papadopoulos M.C.:7101944794;Verkman A.S.:35450635600"
4246;SCOPUS_ID:84877762346;2-s2.0-84877762346;Induction of late LTP-like plasticity in the human motor cortex by repeated non-invasive brain stimulation;Monte-Silva K.;05.01.2013;Brain Stimulation;6;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877762346&origin=inward;"Monte-Silva K.:8559643600;Kuo M.-F.:15044857700;Hessenthaler S.:55243240200;Fresnoza S.:55243410900;Liebetanz D.:6603433205;Paulus W.:35380443100;Nitsche M.A.:7006259724"
4247;SCOPUS_ID:84875235637;2-s2.0-84875235637;Glia and epilepsy: Excitability and inflammation;Devinsky O.;03.01.2013;Trends in Neurosciences;36;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875235637&origin=inward;"Devinsky O.:7102688352;Vezzani A.:35494833300;Najjar S.:7005869201;De Lanerolle N.C.:7004646029;Rogawski M.A.:7006875876"
4248;SCOPUS_ID:84874586343;2-s2.0-84874586343;Microglia regulate the number of neural precursor cells in the developing cerebral cortex;Cunningham C.;03.06.2013;Journal of Neuroscience;33;17;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874586343&origin=inward;"Cunningham C.L.:37861134000;Martinez-Cerdeno V.:6508048369;Noctor S.C.:6603010270"
4249;SCOPUS_ID:84890119873;2-s2.0-84890119873;Mediterranean diet, stroke, cognitive impairment, and depression: A meta-analysis;Psaltopoulou T.;10.01.2013;Annals of Neurology;74;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84890119873&origin=inward;"Psaltopoulou T.:6506212227;Sergentanis T.N.:16067489900;Panagiotakos D.B.:7005977027;Sergentanis I.N.:24449512000;Kosti R.:15755616400;Scarmeas N.:6701754861"
4250;SCOPUS_ID:84886090910;2-s2.0-84886090910;Molecular logic of neocortical projection neuron specification, development and diversity;Greig L.;11.01.2013;Nature Reviews Neuroscience;14;14;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886090910&origin=inward;"Greig L.C.:55895042900;Woodworth M.B.:55482041900;Galazo M.J.:7801538742;Padmanabhan H.:50961424100;Macklis J.D.:7003659702"
4251;SCOPUS_ID:84876535935;2-s2.0-84876535935;Modeling transformations of neurodevelopmental sequences across mammalian species;Workman A.;4.24.13;Journal of Neuroscience;33;15;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876535935&origin=inward;"Workman A.D.:56448498600;Charvet C.J.:23990195600;Clancy B.:22233758700;Darlington R.B.:7005900801;Finlay B.L.:7102051208"
4252;SCOPUS_ID:84878883946;2-s2.0-84878883946;The role of markers of inflammation in traumatic brain injury;Woodcock T.;6.17.13;Frontiers in Neurology;04.мар;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878883946&origin=inward;"Woodcock T.:55761825000;Morganti-Kossmann M.C.:7004851184"
4253;SCOPUS_ID:84874939983;2-s2.0-84874939983;Sex differences in autism spectrum disorders;Werling D.;04.01.2013;Current Opinion in Neurology;26;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874939983&origin=inward;"Werling D.M.:55586001400;Geschwind D.H.:7006637577"
4254;SCOPUS_ID:84885802926;2-s2.0-84885802926;Goals and habits in the brain;Dolan R.;10.16.13;Neuron;80;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84885802926&origin=inward;"Dolan R.J.:55027467100;Dayan P.:7006914663"
4255;SCOPUS_ID:84887117028;2-s2.0-84887117028;Systemic administration of exosomes released from mesenchymal stromal cells promote functional recovery and neurovascular plasticity after stroke in rats;Xin H.;11.01.2013;Journal of Cerebral Blood Flow and Metabolism;33;4;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887117028&origin=inward;"Xin H.:14007294900;Li Y.:36559753100;Cui Y.:8673522100;Yang J.J.:35622804900;Zhang Z.G.:7402224335;Chopp M.:35450613600"
4256;SCOPUS_ID:84875275487;2-s2.0-84875275487;Vitamin D, effects on brain development, adult brain function and the links between low levels of vitamin D and neuropsychiatric disease;Eyles D.;01.01.2013;Frontiers in Neuroendocrinology;34;17;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875275487&origin=inward;"Eyles D.W.:7004081642;Burne T.H.J.:7003792197;McGrath J.J.:57202560550"
4257;SCOPUS_ID:84873281274;2-s2.0-84873281274;RAB7L1 Interacts with LRRK2 to Modify Intraneuronal Protein Sorting and Parkinson's Disease Risk;MacLeod D.;02.06.2013;Neuron;77;14;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873281274&origin=inward;"MacLeod D.A.:15070878400;Rhinn H.:22981420900;Kuwahara T.:12040759600;Zolin A.:55372703400;Di Paolo G.:6701716277;MacCabe B.D.:55994347600;Marder K.S.:7101692176;Honig L.S.:56954714300;Clark L.N.:7402667815;Small S.A.:7102189047;Abeliovich A.:57207608364"
4258;SCOPUS_ID:84878405578;2-s2.0-84878405578;G51D α-synuclein mutation causes a novel Parkinsonian-pyramidal syndrome;Lesage S.;04.01.2013;Annals of Neurology;73;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878405578&origin=inward;"Lesage S.:7005558535;Anheim M.:23033017900;Letournel F.:6507679450;Bousset L.:6603823077;Honore A.:37861327300;Rozas N.:56584511800;Pieri L.:7005517361;Madiona K.:24764945200;Durr A.:24741153500;Melki R.:7003569446;Verny C.:7003351684;Brice A.:56401594400"
4259;SCOPUS_ID:84875640261;2-s2.0-84875640261;Interplay of LRRK2 with chaperone-mediated autophagy;Orenstein S.;04.01.2013;Nature Neuroscience;16;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875640261&origin=inward;"Orenstein S.J.:36549164000;Kuo S.-H.:23467364400;Tasset I.:57191896409;Arias E.:7201899612;Koga H.:35773460700;Fernandez-Carasa I.:55606909300;Cortes E.:24390612900;Honig L.S.:56954714300;Dauer W.:6602164026;Consiglio A.:6701683827;Raya A.:7004107275;Sulzer D.:7006967400;Cuervo A.M.:7003711077"
4260;SCOPUS_ID:84871443483;2-s2.0-84871443483;The Na v 1.7 sodium channel: From molecule to man;Dib-Hajj S.;01.01.2013;Nature Reviews Neuroscience;14;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871443483&origin=inward;"Dib-Hajj S.D.:7006690341;Yang Y.:7409387701;Black J.A.:7402766581;Waxman S.G.:35434000500"
4261;SCOPUS_ID:84881483492;2-s2.0-84881483492;Evolutionary dynamics of cancer in response to targeted combination therapy;Bozic I.;6.25.13;eLife;2013;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881483492&origin=inward;"Bozic I.:55557071700;Reiter J.G.:54412948100;Allen B.:57201511250;Antal T.:20337007700;Chatterjee K.:7202877099;Shah P.:55788413700;Moon Y.S.:56353300700;Yaqubie A.:55788262200;Kelly N.:55789440600;Le D.T.:23980615700;Lipson E.J.:35366674200;Chapman P.B.:7402618497;Diaz Jr. L.A.:57203774615;Vogelstein B.:36077704000;Nowak M.A.:7201493023"
4262;SCOPUS_ID:84884200967;2-s2.0-84884200967;Metabotropic Glutamate Receptor 5 Is a Coreceptor for Alzheimer Aβ Oligomer Bound to Cellular Prion Protein;Um J.;09.04.2013;Neuron;79;15;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884200967&origin=inward;"Um J.:8576119900;Kaufman A.:55602226500;Kostylev M.:55355414600;Heiss J.:55355397300;Stagi M.:23006667800;Takahashi H.:55856432400;Kerrisk M.:55603180300;Vortmeyer A.:7005137209;Wisniewski T.:7005291375;Koleske A.:6603922394;Gunther E.:36791637400;Nygaard H.:26039391300;Strittmatter S.:7005210588"
4263;SCOPUS_ID:84872486948;2-s2.0-84872486948;Molecular mechanisms of ischemia-reperfusion injury in brain: Pivotal role of the mitochondrial membrane potential in reactive oxygen species generation;Sanderson T.;01.01.2013;Molecular Neurobiology;47;14;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872486948&origin=inward;"Sanderson T.H.:24482274700;Reynolds C.A.:37038345000;Kumar R.:55492121800;Przyklenk K.:7006115426;Huttemann M.:6701727681"
4264;SCOPUS_ID:84875478700;2-s2.0-84875478700;Corticostriatal connectivity and its role in disease;Shepherd G.;04.01.2013;Nature Reviews Neuroscience;14;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875478700&origin=inward;Shepherd G.M.G.:57201781092
4265;SCOPUS_ID:84872733391;2-s2.0-84872733391;Review: Microglia of the aged brain: Primed to be activated and resistant to regulation;Norden D.;02.01.2013;Neuropathology and Applied Neurobiology;39;15;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872733391&origin=inward;"Norden D.M.:55348973600;Godbout J.P.:6701555037"
4266;SCOPUS_ID:84883174947;2-s2.0-84883174947;Parkinson's disease dementia: Convergence of α-synuclein, tau and amyloid-β pathologies;Irwin D.;09.01.2013;Nature Reviews Neuroscience;14;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883174947&origin=inward;"Irwin D.J.:7102799649;Lee V.M.-Y.:35350846200;Trojanowski J.Q.:57202554064"
4267;SCOPUS_ID:84876939061;2-s2.0-84876939061;Layer v cortical neurons require microglial support for survival during postnatal development;Ueno M.;05.01.2013;Nature Neuroscience;16;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876939061&origin=inward;"Ueno M.:7402451969;Fujita Y.:37112192700;Tanaka T.:8598505900;Nakamura Y.:57206690526;Kikuta J.:36637603800;Ishii M.:35074093500;Yamashita T.:35479670200"
4268;SCOPUS_ID:84879605541;2-s2.0-84879605541;Alpha-synuclein p.H50Q, a novel pathogenic mutation for Parkinson's disease;Appel-Cresswell S.;06.01.2013;Movement Disorders;28;2;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879605541&origin=inward;"Appel-Cresswell S.:36237882900;Vilarino-Guell C.:55901182300;Encarnacion M.:55607878200;Sherman H.:55607765800;Yu I.:56305927300;Shah B.:37027095000;Weir D.:14038460100;Thompson C.:7404238078;Szu-Tu C.:55586610300;Trinh J.:54400148400;Aasly J.O.:7004207163;Rajput A.:18435070000;Rajput A.H.:7103354925;Jon Stoessl A.:7004896118;Farrer M.J.:35380197600"
4269;SCOPUS_ID:84879359890;2-s2.0-84879359890;Acid-sensing ion channels in pain and disease;Wemmie J.;07.01.2013;Nature Reviews Neuroscience;14;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879359890&origin=inward;"Wemmie J.A.:6603880593;Taugher R.J.:56008688000;Kreple C.J.:56008588500"
4270;SCOPUS_ID:84872346089;2-s2.0-84872346089;Synthetic tau fibrils mediate transmission of neurofibrillary tangles in a transgenic mouse model of alzheimer's-like tauopathy;Iba M.;1.16.13;Journal of Neuroscience;33;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872346089&origin=inward;"Iba M.:7003275316;Guo J.L.:55709400700;McBride J.D.:55556951500;Zhang B.:55605768435;Trojanowski J.Q.:57202554064;Lee V.M.-Y.:35350846200"
4271;SCOPUS_ID:84870902532;2-s2.0-84870902532;Emerging roles of Nrf2 and phase II antioxidant enzymes in neuroprotection;Zhang M.;01.01.2013;Progress in Neurobiology;100;17;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870902532&origin=inward;"Zhang M.:56005241200;An C.:55370457800;Gao Y.:8375953300;Leak R.K.:6603119101;Chen J.:7501883403;Zhang F.:55755861500"
4272;SCOPUS_ID:84887233527;2-s2.0-84887233527;The epidemiology of ALS: A conspiracy of genes, environment and time;Al-Chalabi A.;01.01.2013;Nature Reviews Neurology;9;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887233527&origin=inward;"Al-Chalabi A.:7003751621;Hardiman O.:57201275401"
4273;SCOPUS_ID:84875880772;2-s2.0-84875880772;Minocycline selectively inhibits M1 polarization of microglia;Kobayashi K.;03.01.2013;Cell Death and Disease;4;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875880772&origin=inward;"Kobayashi K.:55757194800;Imagama S.:16039359800;Ohgomori T.:34971812600;Hirano K.:55740204700;Uchimura K.:7006139779;Sakamoto K.:23092264900;Hirakawa A.:25936227900;Takeuchi H.:7403412838;Suzumura A.:36658076800;Ishiguro N.:34975067800;Kadomatsu K.:7004862261"
4274;SCOPUS_ID:84872601036;2-s2.0-84872601036;Histone acetylation: Molecular mnemonics on the chromatin;Gräff J.;02.01.2013;Nature Reviews Neuroscience;14;14;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872601036&origin=inward;"Graff J.:23978145000;Tsai L.-H.:7203033461"
4275;SCOPUS_ID:84891373720;2-s2.0-84891373720;Characterization of phenotype markers and neuronotoxic potential of polarised primary microglia In vitro;Chhor V.;01.01.2013;Brain, Behavior, and Immunity;32;15;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891373720&origin=inward;"Chhor V.:16302900700;Le Charpentier T.:36165546600;Lebon S.:6602419070;Ore M.-V.:55979236500;Celador I.L.:55979235400;Josserand J.:57192543199;Degos V.:15044106700;Jacotot E.:6701681773;Hagberg H.:7102850024;Savman K.:6508349642;Mallard C.:7003676555;Gressens P.:57203054731;Fleiss B.:35784226800"
4276;SCOPUS_ID:84873282055;2-s2.0-84873282055;Pyramidal Neurons Derived from Human Pluripotent Stem Cells Integrate Efficiently into Mouse Brain Circuits In Vivo;Espuny-Camacho I.;02.06.2013;Neuron;77;16;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873282055&origin=inward;"Espuny-Camacho I.:24558639600;Michelsen K.A.:7004294017;Gall D.:35944306700;Linaro D.:24587496200;Hasche A.:6507225456;Bonnefont J.:57197903049;Bali C.:55578602400;Orduz D.:23028907700;Bilheu A.:44560948800;Herpoel A.:24559078200;Lambert N.:14527170900;Gaspard N.:24831702400;Peron S.:57191471903;Schiffmann S.N.:7005388464;Giugliano M.:55242654700;Gaillard A.:7006196078;Vanderhaeghen P.:6602820765"
4277;SCOPUS_ID:84873934688;2-s2.0-84873934688;Prevalence, incidence, impairment, and course of the proposed DSM-5 eating disorder diagnoses in an 8-year prospective community study of young women;Stice E.;01.01.2013;Journal of Abnormal Psychology;122;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873934688&origin=inward;"Stice E.:7005899021;Nathan Marti C.:14323471600;Rohde P.:7005096311"
4278;SCOPUS_ID:84886953273;2-s2.0-84886953273;A new type of microglia gene targeting shows TAK1 to be pivotal in CNS autoimmune inflammation;Goldmann T.;11.01.2013;Nature Neuroscience;16;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886953273&origin=inward;"Goldmann T.:23100050100;Wieghofer P.:55555168000;Muller P.F.:7403139087;Wolf Y.:35575523400;Varol D.:55536003100;Yona S.:6602901174;Brendecke S.M.:35955621500;Kierdorf K.:35558882000;Staszewski O.:36619367800;Datta M.:55863912200;Luedde T.:6602908527;Heikenwalder M.:6602267435;Jung S.:12764477500;Prinz M.:7004377013"
4279;SCOPUS_ID:84884250340;2-s2.0-84884250340;The function of α-synuclein;Bendor J.;9.18.13;Neuron;79;22;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884250340&origin=inward;"Bendor J.:8585778700;Logan T.:26429541400;Edwards R.:7403976060"
4280;SCOPUS_ID:84877606780;2-s2.0-84877606780;Epilepsy and brain inflammation;Vezzani A.;06.01.2013;Experimental Neurology;244;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877606780&origin=inward;"Vezzani A.:35494833300;Aronica E.:7005153143;Mazarati A.:7006234262;Pittman Q.J.:7006754832"
4281;SCOPUS_ID:84879317123;2-s2.0-84879317123;Cytokine alterations in bipolar disorder: A meta-analysis of 30 studies;Modabbernia A.;07.01.2013;Biological Psychiatry;74;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879317123&origin=inward;"Modabbernia A.:35734602300;Taslimi S.:57204150627;Brietzke E.:57193167331;Ashrafi M.:35785603100"
4282;SCOPUS_ID:84888866083;2-s2.0-84888866083;Hooked on fat: The role of lipid synthesis in cancer metabolism and tumour development;Baenke F.;11.01.2013;DMM Disease Models and Mechanisms;6;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888866083&origin=inward;"Baenke F.:54584893700;Peck B.:26641488600;Miess H.:55946508300;Schulze A.:7103217832"
4283;SCOPUS_ID:84875965538;2-s2.0-84875965538;Origin and differentiation of microglia;Ginhoux F.;3.30.13;Frontiers in Cellular Neuroscience;unknown;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875965538&origin=inward;"Ginhoux F.:12240075300;Lim S.:55644413900;Hoeffel G.:6505973027;Low D.:55321763300;Huber T.:7103351953"
4284;SCOPUS_ID:84884815400;2-s2.0-84884815400;Sugar for the brain: The role of glucose in physiological and pathological brain function;Mergenthaler P.;10.01.2013;Trends in Neurosciences;36;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884815400&origin=inward;"Mergenthaler P.:6507056174;Lindauer U.:7004479431;Dienel G.A.:7006506444;Meisel A.:57205511020"
4285;SCOPUS_ID:84873510063;2-s2.0-84873510063;A Guide to Enterotypes across the Human Body: Meta-Analysis of Microbial Community Structures in Human Microbiome Datasets;Koren O.;01.01.2013;PLoS Computational Biology;9;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873510063&origin=inward;"Koren O.:6507884856;Knights D.:35181437000;Gonzalez A.:57189506114;Waldron L.:8539323900;Segata N.:14016713700;Knight R.:57202526539;Huttenhower C.:14521138100;Ley R.E.:57193891727"
4286;SCOPUS_ID:84881376726;2-s2.0-84881376726;Advances in the genetics of Parkinson disease;Trinh J.;08.01.2013;Nature Reviews Neurology;9;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881376726&origin=inward;"Trinh J.:54400148400;Farrer M.:35380197600"
4287;SCOPUS_ID:84871922036;2-s2.0-84871922036;Deciphering the mechanism underlying late-onset Alzheimer disease;Krstic D.;01.01.2013;Nature Reviews Neurology;9;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871922036&origin=inward;"Krstic D.:26663097500;Knuesel I.:6602525963"
4288;SCOPUS_ID:84887013185;2-s2.0-84887013185;The central dogma decentralized: New perspectives on RNA function and local translation in neurons;Holt C.;10.30.13;Neuron;80;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887013185&origin=inward;"Holt C.E.:7202381167;Schuman E.M.:7007109711"
4289;SCOPUS_ID:84873055619;2-s2.0-84873055619;Increased inflammatory markers identified in the dorsolateral prefrontal cortex of individuals with schizophrenia;Fillman S.;02.01.2013;Molecular Psychiatry;18;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873055619&origin=inward;"Fillman S.G.:37030877700;Cloonan N.:6506322490;Catts V.S.:6506700127;Miller L.C.:56510790400;Wong J.:57203557947;Mccrossin T.:55574110900;Cairns M.:7004854841;Weickert C.S.:6701684711"
4290;SCOPUS_ID:84886994729;2-s2.0-84886994729;Neural stem cells: Generating and regenerating the brain;Gage F.;10.30.13;Neuron;80;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886994729&origin=inward;"Gage F.H.:35372693900;Temple S.:7004577083"
4291;SCOPUS_ID:84884241288;2-s2.0-84884241288;Tet1 is critical for neuronal activity-regulated gene expression and memory extinction;Rudenko A.;9.18.13;Neuron;79;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884241288&origin=inward;"Rudenko A.:55343879600;Dawlaty M.:14519229400;Seo J.:7401783716;Cheng A.:36788758500;Meng J.:55316384200;Le T.:36017056500;Faull K.:7006779095;Jaenisch R.:35418963400;Tsai L.-H.:7203033461"
4292;SCOPUS_ID:84876670027;2-s2.0-84876670027;The neuroprogressive nature of major depressive disorder: Pathways to disease evolution and resistance, and therapeutic implications;Moylan S.;05.01.2013;Molecular Psychiatry;18;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876670027&origin=inward;"Moylan S.:49863974800;Maes M.:7201782377;Wray N.R.:7006428088;Berk M.:56760657800"
4293;SCOPUS_ID:84884416134;2-s2.0-84884416134;Efficiency, capacity, compensation, maintenance, plasticity: Emerging concepts in cognitive reserve;Barulli D.;10.01.2013;Trends in Cognitive Sciences;17;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884416134&origin=inward;"Barulli D.:55800503700;Stern Y.:56827177300"
4294;SCOPUS_ID:84880417244;2-s2.0-84880417244;Progressive brain changes in schizophrenia related to antipsychotic treatment? A meta-analysis of longitudinal MRI studies;Fusar-Poli P.;09.01.2013;Neuroscience and Biobehavioral Reviews;37;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880417244&origin=inward;"Fusar-Poli P.:10044017500;Smieskova R.:26635908500;Kempton M.J.:23111078000;Ho B.C.:7201923030;Andreasen N.C.:35429098100;Borgwardt S.:12240845100"
4295;SCOPUS_ID:84875544837;2-s2.0-84875544837;Neuroinflammation and psychiatric illness;Najjar S.;04.01.2013;Journal of Neuroinflammation;10;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875544837&origin=inward;"Najjar S.:7005869201;Pearlman D.M.:41662217000;Alper K.:7004014277;Najjar A.:54389833900;Devinsky O.:7102688352"
4296;SCOPUS_ID:84875218124;2-s2.0-84875218124;TET2 and TET3 regulate GlcNAcylation and H3K4 methylation through OGT and SET1/COMPASS;Deplus R.;03.06.2013;EMBO Journal;32;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875218124&origin=inward;"Deplus R.:6602080777;Delatte B.:55565782900;Schwinn M.K.:35081156000;Defrance M.:24484518500;Mendez J.:23973263900;Murphy N.:57197382850;Dawson M.A.:8584291500;Volkmar M.:8570123400;Putmans P.:6506969356;Calonne E.:54412027400;Shih A.H.:7103260420;Levine R.L.:55187363200;Bernard O.:7102179662;Mercher T.:8360196100;Solary E.:7006171387;Urh M.:6506761763;Daniels D.L.:7101917998;Fuks F.:55914116600"
4297;SCOPUS_ID:84867391720;2-s2.0-84867391720;Senescence in natural populations of animals: Widespread evidence and its implications for bio-gerontology;Nussey D.;01.01.2013;Ageing Research Reviews;12;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84867391720&origin=inward;"Nussey D.H.:12777358800;Froy H.:25649711000;Lemaitre J.-F.:56343228500;Gaillard J.-M.:36047626100;Austad S.N.:7006581196"
4298;SCOPUS_ID:84879067087;2-s2.0-84879067087;Overcoming mutation-based resistance to antiandrogens with rational drug design;Balbas M.;04.09.2013;eLife;2013;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879067087&origin=inward;"Balbas M.D.:25721663200;Evans M.J.:57047118300;Hosfield D.J.:6602858589;Wongvipat J.:10144133200;Arora V.K.:7101925568;Watson P.A.:36124238900;Chen Y.:36169845700;Greene G.L.:7102617567;Shen Y.:56683396900;Sawyers C.L.:7004440097"
4299;SCOPUS_ID:84872696957;2-s2.0-84872696957;Using Whole-Exome Sequencing to Identify Inherited Causes of Autism;Yu T.;1.23.13;Neuron;77;14;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872696957&origin=inward;"Yu T.W.:36653367900;Chahrour M.H.:6508003888;Coulter M.E.:55206534700;Jiralerspong S.:6602388452;Okamura-Ikeda K.:6603808470;Ataman B.:8634134400;Schmitz-Abe K.:55566516000;Harmin D.A.:36862353100;Adli M.:14621562100;Malik A.N.:55442772800;D'Gama A.M.:55994371000;Lim E.T.:55177996200;Sanders S.J.:36119091700;Mochida G.H.:35425221900;Partlow J.N.:24468282400;Sunu C.M.:55994394000;Felie J.M.:36606011900;Rodriguez J.:55356697500;Nasir R.H.:26633046400;Ware J.:55312870200;Joseph R.M.:7201938199;Hill R.S.:7404751680;Kwan B.Y.:57190738311;Al-Saffar M.:6602466054;Mukaddes N.M.:6602075435;Hashmi A.:24467804200;Balkhy S.:24467422200;Gascon G.G.:7006225431;Hisama F.M.:6602112669;LeClair E.:35170342000;Poduri A.:9269628600;Oner O.:6603099371;Al-Saad S.:24467643900;Al-Awadi S.A.:7005722878;Bastaki L.:55395020300;Ben-Omran T.:15031180000;Teebi A.S.:7004661664;Al-Gazali L.:7005896722;Eapen V.:7003613122;Stevens C.R.:24178358100;Rappaport L.:7005350960;Gabriel S.B.:7202104113;Markianos K.:6602346766;State M.W.:6603734659;Greenberg M.E.:57203494001;Taniguchi H.:7403039344;Braverman N.E.:6602471584;Morrow E.M.:7004225731;Walsh C.A.:35377910100"
4300;SCOPUS_ID:84886101058;2-s2.0-84886101058;The neurobiology of psychopathic traits in youths;Blair R.;11.01.2013;Nature Reviews Neuroscience;14;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886101058&origin=inward;Blair R.J.R.:15065008000
4301;SCOPUS_ID:84883053304;2-s2.0-84883053304;Decoding Alzheimer's disease from perturbed cerebral glucose metabolism: Implications for diagnostic and therapeutic strategies;Chen Z.;09.01.2013;Progress in Neurobiology;108;22;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883053304&origin=inward;"Chen Z.:55804340800;Zhong C.:12446653300"
4302;SCOPUS_ID:84879684058;2-s2.0-84879684058;Noninvasive brain stimulation: From physiology to network dynamics and back;Dayan E.;07.01.2013;Nature Neuroscience;16;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879684058&origin=inward;"Dayan E.:16502183500;Censor N.:14631640600;Buch E.R.:7007145903;Sandrini M.:7006833381;Cohen L.G.:7403928815"
4303;SCOPUS_ID:84891706947;2-s2.0-84891706947;CD33 Alzheimer's disease locus: Altered monocyte function and amyloid biology;Bradshaw E.;01.01.2013;Nature Neuroscience;16;2;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891706947&origin=inward;"Bradshaw E.M.:35486674800;Chibnik L.B.:6508199497;Keenan B.T.:27867794200;Ottoboni L.:6603782455;Raj T.:39561540100;Tang A.:55736513300;Rosenkrantz L.L.:55735995300;Imboywa S.:55736729300;Lee M.:56081738000;Von Korff A.:55737104200;Morris M.C.:7402877260;Evans D.A.:56484938700;Johnson K.:35398144000;Sperling R.A.:7101961665;Schneider J.A.:35391665200;Bennett D.A.:55246366200;De Jager P.L.:56463723000"
